barrio_codigo,anio,precio_eur_m2,n_subzonas
125,2010,2402.0,1
125,2011,2151.0,1
125,2012,1901.0,1
125,2013,1720.0,1
125,2014,1512.0,1
125,2015,1539.0,1
125,2016,1692.0,1
126,2001,1654.0,1
126,2002,1819.0,1
126,2003,2725.0,1
126,2004,2781.0,1
126,2005,3062.0,1
126,2006,3411.0,1
126,2007,3279.0,1
126,2009,2498.0,1
126,2010,2262.0,1
126,2011,1980.0,1
126,2012,1722.0,1
126,2013,1628.0,1
126,2014,1398.0,1
126,2015,1354.0,1
126,2016,1380.0,1
127,2001,1690.0,1
127,2002,2221.0,1
127,2003,2576.0,1
127,2004,2883.0,1
127,2005,3231.0,1
127,2006,3630.0,1
127,2007,3375.0,1
127,2008,2837.0,1
127,2009,2533.0,1
127,2010,2388.0,1
127,2011,1951.0,1
127,2012,1707.0,1
127,2013,1490.0,1
127,2014,1303.0,1
127,2015,1364.0,1
127,2016,1449.0,1
131,2001,1170.0,1
131,2002,1770.0,1
131,2003,2274.0,1
131,2004,2597.0,1
131,2005,2874.0,1
131,2006,3194.0,1
131,2007,3059.0,1
131,2008,2494.0,1
131,2009,2113.0,1
131,2010,1870.0,1
131,2011,1578.0,1
131,2012,1388.0,1
131,2013,1261.0,1
131,2014,1061.0,1
131,2015,1092.0,1
131,2016,1118.0,1
132,2001,1766.0,1
132,2002,2146.0,1
132,2003,2694.0,1
132,2004,2941.0,1
132,2005,3257.0,1
132,2006,3387.0,1
132,2007,3225.0,1
132,2008,2752.0,1
132,2009,2512.0,1
132,2010,2361.0,1
132,2011,1982.0,1
132,2012,1700.0,1
132,2013,1495.0,1
132,2014,1339.0,1
132,2015,1339.0,1
132,2016,1370.0,1
133,2001,1699.0,1
133,2002,2100.0,1
133,2003,2507.0,1
133,2004,2778.0,1
133,2005,3243.0,1
133,2006,3560.0,1
133,2007,3232.0,1
133,2008,2804.0,1
133,2009,2628.0,1
133,2010,2329.0,1
133,2011,2027.0,1
133,2012,1759.0,1
133,2013,1646.0,1
133,2014,1416.0,1
133,2015,1402.0,1
133,2016,1469.0,1
134,2001,1645.0,1
134,2002,1960.0,1
134,2003,2550.0,1
134,2004,2735.0,1
134,2005,3112.0,1
134,2006,3367.0,1
134,2007,3253.0,1
134,2008,2807.0,1
134,2009,2551.0,1
134,2010,2464.0,1
134,2011,2077.0,1
134,2012,1764.0,1
134,2013,1961.0,1
134,2014,1686.0,1
134,2015,1582.0,1
134,2016,1450.0,1
135,2001,1513.0,1
135,2002,1595.0,1
135,2003,2275.0,1
135,2004,2645.0,1
135,2005,3138.0,1
135,2006,3293.0,1
135,2007,3273.0,1
135,2008,2770.0,1
135,2009,2507.0,1
135,2010,2133.0,1
135,2011,1861.0,1
135,2012,1603.0,1
135,2013,1482.0,1
135,2014,1245.0,1
135,2015,1239.0,1
135,2016,1316.0,1
136,2001,1901.0,1
136,2002,2242.0,1
136,2003,2725.0,1
136,2004,3040.0,1
136,2005,3270.0,1
136,2006,3490.0,1
136,2007,3303.0,1
136,2008,2942.0,1
136,2009,2596.0,1
136,2010,2413.0,1
136,2011,1991.0,1
136,2012,1751.0,1
136,2013,1707.0,1
136,2014,1406.0,1
136,2015,1460.0,1
136,2016,1503.0,1
141,2001,1914.0,1
141,2002,2157.0,1
141,2003,2575.0,1
141,2004,2970.0,1
141,2005,3098.0,1
141,2006,3398.0,1
141,2007,3290.0,1
141,2011,2208.0,1
142,2003,3592.0,1
142,2004,3359.0,1
143,2001,2187.0,1
143,2002,2710.0,1
143,2003,3293.0,1
143,2004,3327.0,1
143,2005,3506.0,1
143,2006,3938.0,1
143,2007,3745.0,1
143,2008,3539.0,1
143,2009,3250.0,1
143,2011,2774.0,1
143,2012,2314.0,1
143,2013,2398.0,1
143,2014,2196.0,1
143,2015,2187.0,1
143,2016,2398.0,1
144,2001,1975.0,1
144,2002,2563.0,1
144,2003,2908.0,1
144,2004,3295.0,1
144,2005,3682.0,1
144,2006,3613.0,1
144,2007,3558.0,1
144,2008,3131.0,1
144,2009,3165.0,1
144,2010,2852.0,1
144,2011,2509.0,1
144,2012,2150.0,1
144,2013,2131.0,1
144,2014,1882.0,1
144,2015,1936.0,1
144,2016,2133.0,1
145,2001,1904.0,1
145,2002,2622.0,1
145,2003,2670.0,1
145,2004,2919.0,1
145,2005,3133.0,1
145,2006,3459.0,1
145,2007,3315.0,1
145,2008,2832.0,1
145,2009,2539.0,1
145,2010,2496.0,1
145,2011,2143.0,1
145,2012,1952.0,1
145,2013,1613.0,1
145,2014,1626.0,1
145,2015,1641.0,1
145,2016,1729.0,1
146,2001,1952.0,1
146,2002,2332.0,1
146,2003,2787.0,1
146,2004,3065.0,1
146,2005,3214.0,1
146,2006,3506.0,1
146,2007,3478.0,1
146,2008,3010.0,1
146,2009,2728.0,1
146,2010,2676.0,1
146,2011,2320.0,1
146,2012,1910.0,1
146,2014,1848.0,1
146,2015,1812.0,1
146,2016,1952.0,1
151,2001,1947.0,1
151,2002,2557.0,1
151,2003,3059.0,1
151,2004,3162.0,1
151,2005,3514.0,1
151,2006,3712.0,1
151,2007,3691.0,1
151,2008,3226.0,1
151,2009,2986.0,1
151,2010,2780.0,1
151,2011,2477.0,1
151,2012,2176.0,1
151,2013,2049.0,1
151,2014,1729.0,1
151,2015,1826.0,1
151,2016,1929.0,1
152,2001,2026.0,1
152,2002,2476.0,1
152,2003,2987.0,1
152,2004,3117.0,1
152,2005,3395.0,1
152,2006,3568.0,1
152,2007,3568.0,1
152,2008,3114.0,1
152,2009,2890.0,1
152,2010,2692.0,1
152,2011,2390.0,1
152,2012,2037.0,1
152,2013,2025.0,1
152,2014,1731.0,1
152,2015,1733.0,1
152,2016,1839.0,1
153,2001,2344.0,1
153,2002,2488.0,1
153,2003,3371.0,1
153,2004,3403.0,1
153,2005,3894.0,1
153,2006,4033.0,1
153,2007,3861.0,1
153,2008,3322.0,1
153,2009,3204.0,1
153,2010,2980.0,1
153,2011,2666.0,1
153,2012,2244.0,1
153,2013,2246.0,1
153,2014,2071.0,1
153,2015,2103.0,1
153,2016,2174.0,1
154,2001,2477.0,1
154,2002,3451.0,1
154,2003,3939.0,1
154,2004,3727.0,1
154,2005,3792.0,1
154,2006,4110.0,1
154,2007,3975.0,1
154,2008,3716.0,1
154,2009,3496.0,1
154,2010,3434.0,1
154,2011,3187.0,1
154,2012,2960.0,1
154,2013,2570.0,1
154,2014,2472.0,1
154,2015,2313.0,1
154,2016,2464.0,1
155,2001,2788.0,1
155,2002,3115.0,1
155,2003,3327.0,1
155,2004,4397.0,1
155,2005,4224.0,1
155,2006,4295.0,1
155,2007,4397.0,1
155,2008,4352.0,1
155,2009,4049.0,1
155,2010,3771.0,1
155,2011,3746.0,1
155,2012,3299.0,1
155,2013,3085.0,1
155,2014,2939.0,1
155,2015,2929.0,1
155,2016,3032.0,1
156,2001,2894.0,1
156,2002,3583.0,1
156,2003,4042.0,1
156,2004,4567.0,1
156,2005,4577.0,1
156,2006,4762.0,1
156,2007,4526.0,1
156,2008,4773.0,1
156,2009,4643.0,1
156,2010,4395.0,1
156,2011,4335.0,1
156,2012,3789.0,1
156,2013,3468.0,1
156,2014,3425.0,1
156,2015,3350.0,1
156,2016,3800.0,1
157,2001,2761.0,1
157,2002,3545.0,1
157,2003,4165.0,1
157,2004,4079.0,1
157,2005,4523.0,1
157,2006,4605.0,1
157,2007,4612.0,1
157,2009,4146.0,1
157,2010,4248.0,1
157,2011,4039.0,1
157,2012,3723.0,1
157,2013,3259.0,1
157,2014,3253.0,1
157,2015,3138.0,1
157,2016,3158.0,1
158,2001,2961.0,1
158,2002,4062.0,1
158,2003,4127.0,1
158,2004,4529.0,1
158,2005,4898.0,1
158,2006,4978.0,1
158,2007,5061.0,1
159,2001,2751.0,1
159,2002,3429.0,1
159,2003,3624.0,1
159,2004,3782.0,1
159,2005,4246.0,1
159,2006,4717.0,1
159,2007,4474.0,1
159,2008,4396.0,1
159,2009,4223.0,1
159,2010,4309.0,1
159,2011,3930.0,1
159,2012,3501.0,1
159,2013,3455.0,1
159,2014,3211.0,1
159,2015,3291.0,1
159,2016,3386.0,1
161,2001,2507.0,1
161,2002,2839.0,1
161,2003,3672.0,1
161,2004,4156.0,1
161,2005,4333.0,1
161,2006,4885.0,1
161,2007,5124.0,1
161,2008,5250.0,1
161,2009,5425.0,1
161,2010,5075.0,1
161,2011,4405.0,1
161,2012,4032.0,1
161,2013,3736.0,1
161,2014,3864.0,1
161,2015,3686.0,1
162,2001,2796.0,1
162,2002,3273.0,1
162,2003,4706.0,1
162,2004,4560.0,1
162,2005,4879.0,1
162,2006,5246.0,1
162,2007,5432.0,1
162,2008,6086.0,1
162,2009,5419.0,1
162,2010,5143.0,1
162,2011,4952.0,1
162,2012,4451.0,1
162,2015,4096.0,1
162,2016,4281.0,1
163,2001,2290.0,1
163,2002,2584.0,1
163,2003,3117.0,1
163,2004,3514.0,1
163,2005,3863.0,1
163,2006,4006.0,1
163,2007,4088.0,1
163,2008,3678.0,1
163,2009,3473.0,1
163,2010,3245.0,1
163,2011,3101.0,1
163,2012,2664.0,1
163,2013,2623.0,1
163,2014,2456.0,1
163,2015,2299.0,1
163,2016,2521.0,1
164,2001,2207.0,1
164,2002,2745.0,1
164,2003,3005.0,1
164,2004,3261.0,1
164,2005,3506.0,1
164,2006,3843.0,1
164,2007,3754.0,1
164,2008,3411.0,1
164,2009,3317.0,1
164,2010,3224.0,1
164,2011,2922.0,1
164,2012,2519.0,1
164,2013,2287.0,1
164,2014,2107.0,1
164,2015,2162.0,1
164,2016,2178.0,1
165,2001,1989.0,1
165,2002,2622.0,1
165,2003,2735.0,1
165,2004,3083.0,1
165,2005,3252.0,1
165,2006,3600.0,1
165,2007,3498.0,1
165,2008,3093.0,1
165,2009,3054.0,1
165,2010,2778.0,1
165,2011,2555.0,1
165,2012,2234.0,1
165,2013,1975.0,1
165,2014,1627.0,1
165,2015,1684.0,1
165,2016,2074.0,1
166,2009,3595.5,2
166,2010,3490.5,2
166,2011,3365.5,2
166,2012,3040.0,2
166,2013,2838.3,3
166,2014,2750.7,3
166,2015,2815.7,3
166,2016,2945.0,2
171,2001,1468.0,1
171,2002,1922.0,1
171,2003,2239.0,1
171,2004,2685.0,1
171,2005,2800.0,1
171,2006,3153.0,1
171,2007,2985.0,1
171,2008,2587.0,1
171,2009,2351.0,1
171,2010,2108.0,1
171,2011,1797.0,1
171,2012,1563.0,1
171,2013,1321.0,1
171,2014,1193.0,1
171,2015,1195.0,1
171,2016,1291.0,1
172,2001,1159.0,1
172,2002,1750.0,1
172,2003,2119.0,1
172,2004,2359.0,1
172,2005,2312.0,1
172,2006,2777.0,1
172,2007,2796.0,1
172,2008,2171.0,1
172,2009,2028.0,1
172,2010,1707.0,1
172,2011,1400.0,1
172,2012,1084.0,1
172,2013,957.0,1
172,2014,912.0,1
172,2015,925.0,1
172,2016,961.0,1
173,2001,1347.0,1
173,2002,1547.0,1
173,2004,2789.0,1
173,2005,2779.0,1
173,2006,3039.0,1
173,2007,3065.0,1
173,2008,2656.0,1
173,2009,2559.0,1
173,2010,2377.0,1
173,2011,2178.0,1
173,2012,1832.0,1
173,2013,1784.0,1
173,2014,1515.0,1
173,2015,1594.0,1
173,2016,1772.0,1
174,2001,1450.0,1
174,2002,2060.0,1
174,2003,2310.0,1
174,2004,2732.0,1
174,2005,2975.0,1
174,2006,3071.0,1
174,2007,3064.0,1
174,2008,2753.0,1
174,2009,2558.0,1
174,2010,2305.0,1
174,2011,1951.0,1
174,2012,1707.0,1
174,2013,1492.0,1
174,2014,1322.0,1
174,2015,1302.0,1
174,2016,1500.0,1
175,2001,1476.0,1
175,2002,1959.0,1
175,2003,2314.0,1
175,2004,2782.0,1
175,2005,2908.0,1
175,2006,3095.0,1
175,2007,2992.0,1
175,2008,2566.0,1
175,2009,2434.0,1
175,2010,2203.0,1
175,2011,1835.0,1
175,2012,1532.0,1
175,2013,1457.0,1
175,2014,1271.0,1
175,2015,1357.0,1
175,2016,1404.0,1
181,2001,1546.0,1
181,2002,2024.0,1
181,2003,2592.0,1
181,2004,2755.0,1
181,2005,3084.0,1
181,2006,3460.0,1
181,2007,3375.0,1
181,2008,3063.0,1
181,2009,2856.0,2
181,2010,2741.0,2
181,2011,2523.5,2
181,2012,2255.5,2
181,2013,2168.0,2
181,2014,1872.0,2
181,2015,1435.0,1
181,2016,1932.5,2
182,2001,1654.0,1
182,2002,1916.0,1
182,2003,2498.0,1
182,2004,2587.0,1
182,2005,3048.0,1
182,2006,3207.0,1
182,2007,3144.0,1
182,2008,2733.0,1
182,2009,2545.0,1
182,2010,2479.0,1
182,2011,2320.0,1
182,2012,1967.0,1
182,2013,1855.0,1
182,2014,1667.0,1
182,2015,1744.0,1
182,2016,1629.0,1
191,2001,2011.0,1
191,2002,2160.0,1
191,2003,2977.0,1
191,2004,3136.0,1
191,2005,3471.0,1
191,2006,3446.0,1
191,2007,3432.0,1
191,2008,3080.0,1
191,2009,2914.0,1
191,2010,2926.0,1
191,2011,2431.5,2
191,2012,1975.5,2
191,2013,2238.0,1
191,2014,1830.5,2
191,2015,1814.5,2
191,2016,1939.0,2
192,2001,1618.0,1
192,2002,1958.0,1
192,2004,2980.0,1
192,2005,3059.0,1
192,2006,3225.0,1
192,2007,3225.0,1
192,2008,2688.0,1
192,2009,2584.0,1
192,2010,2485.0,1
192,2011,2134.0,1
192,2012,1685.0,1
192,2013,1447.0,1
192,2014,1359.0,1
192,2015,1314.0,1
192,2016,1408.0,1
201,2001,2152.0,1
201,2002,2768.0,1
201,2003,3043.0,1
201,2004,3391.0,1
201,2005,3771.0,1
201,2006,3773.0,1
201,2007,3640.0,1
201,2008,3435.0,1
201,2009,3210.0,1
201,2010,2990.0,1
201,2011,2696.0,1
201,2012,2373.0,1
201,2013,2161.0,1
201,2014,1928.0,1
201,2015,1955.0,1
201,2016,2153.0,1
202,2001,1613.0,1
202,2002,2306.0,1
202,2003,2479.0,1
202,2004,2745.0,1
202,2005,3029.0,1
202,2006,2967.0,1
202,2007,3076.0,1
202,2011,1849.0,1
202,2012,1579.0,1
202,2014,1203.0,1
203,2001,1645.0,1
203,2002,1810.0,1
203,2003,2558.0,1
203,2004,3012.0,1
203,2005,2961.0,1
203,2006,3545.0,1
203,2007,3470.0,1
203,2010,2232.0,1
203,2011,1909.0,1
203,2012,1576.0,1
203,2013,1363.0,1
203,2014,1225.0,1
203,2015,1145.0,1
203,2016,1336.0,1
204,2001,1601.0,1
204,2002,2189.0,1
204,2003,2719.0,1
204,2004,2737.0,1
204,2005,3113.0,1
204,2006,3303.0,1
204,2007,3382.0,1
204,2008,2893.0,1
204,2009,2550.0,1
204,2010,2452.0,1
204,2011,2103.0,1
204,2012,1701.0,1
204,2013,1546.0,1
204,2014,1330.0,1
204,2015,1355.0,1
204,2016,1557.0,1
205,2001,2134.0,1
205,2002,2949.0,1
205,2003,3307.0,1
205,2004,3558.0,1
205,2005,3772.0,1
205,2006,3927.0,1
205,2007,3815.0,1
205,2008,3562.0,1
205,2009,3460.0,1
205,2010,3283.0,1
205,2011,3061.0,1
205,2012,2652.0,1
205,2013,2597.0,1
205,2014,2446.0,1
205,2015,2545.0,1
205,2016,2574.0,1
206,2001,1525.0,1
206,2002,2251.0,1
206,2003,3140.0,1
206,2004,3200.0,1
206,2005,3587.0,1
206,2006,3833.0,1
206,2007,3708.0,1
206,2008,3381.0,1
206,2009,3187.0,1
206,2010,3149.0,1
206,2011,2966.0,1
206,2012,2574.0,1
206,2013,2625.0,1
206,2014,2487.0,1
206,2015,2518.0,1
206,2016,2505.0,1
207,2001,1849.0,1
207,2002,2132.0,1
207,2003,2469.0,1
207,2004,2906.0,1
207,2005,3185.0,1
207,2006,3382.0,1
207,2007,3318.0,1
207,2008,2865.0,1
207,2009,2706.0,1
207,2010,2512.0,1
207,2011,2451.0,1
207,2012,1986.0,1
207,2013,1950.0,1
207,2014,1775.0,1
207,2015,1617.0,1
207,2016,1748.0,1
208,2001,2305.0,1
208,2002,2898.0,1
208,2003,3386.0,1
208,2004,3512.0,1
208,2005,3877.0,1
208,2006,3953.0,1
208,2007,3829.0,1
208,2011,3551.0,1
208,2012,3206.0,1
208,2013,2775.0,1
208,2014,2634.0,1
208,2015,2569.0,1
208,2016,2880.0,1
211,2001,1995.0,1
211,2002,2559.0,1
211,2003,2812.0,1
211,2004,3226.0,1
211,2005,3558.0,1
211,2006,3744.0,1
211,2007,3752.0,1
211,2008,3504.0,1
211,2009,3283.0,1
211,2010,3263.0,1
211,2011,3057.0,1
211,2012,2817.0,1
211,2013,2787.0,1
211,2014,2612.0,1
211,2015,2583.0,1
211,2016,2602.0,1
212,2001,1110.0,1
212,2005,3479.0,1
212,2006,3542.0,1
212,2008,2853.0,1
213,2001,2581.0,1
213,2003,2865.0,1
213,2004,3218.0,1
213,2005,3022.0,1
213,2006,3388.0,1
213,2007,3632.0,1
213,2014,1991.0,1
214,2001,2254.0,1
214,2002,3019.0,1
214,2003,2908.0,1
214,2004,3389.0,1
214,2005,3567.0,1
214,2006,3945.0,1
214,2007,3848.0,1
214,2008,3512.0,1
214,2009,3337.0,1
214,2010,3360.0,1
214,2011,3100.0,1
214,2012,2703.0,1
214,2014,2433.0,1
214,2015,2431.0,1
215,2001,1927.0,1
215,2002,3054.0,1
215,2003,3685.0,1
215,2004,3959.0,1
215,2005,4232.0,1
215,2006,4416.0,1
215,2007,4391.0,1
215,2008,4083.0,1
215,2009,4191.0,1
215,2010,4381.0,1
215,2011,3939.0,1
215,2012,3640.0,1
215,2013,3434.0,1
215,2014,3426.0,1
215,2015,3262.0,1
215,2016,3331.0,1
